year,decade,century,tried,deaths,city,gadm.adm2,gadm.adm1,gadm.adm0,lon,lat,record.source
1684,1680,1600,1,0,NA,Haut-Rhin,Alsace,France,NA,NA,Klaits (1982)
1688,1680,1600,1,0,NA,Haut-Rhin,Alsace,France,NA,NA,Klaits (1982)
1693,1690,1600,1,0,NA,Haut-Rhin,Alsace,France,NA,NA,Klaits (1982)
1695,1690,1600,1,0,NA,Bas-Rhin,Alsace,France,NA,NA,Klaits (1982)
1679,1670,1600,1,0,NA,Freiburg,Baden-Wurttemberg,Germany,NA,NA,Klaits (1982)
1663,1660,1600,1,1,NA,Moselle,Lorraine,France,NA,NA,Klaits (1982)
1552,1550,1500,1,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1554,1550,1500,2,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1558,1550,1500,2,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1559,1550,1500,2,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1564,1560,1500,1,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1568,1560,1500,1,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1571,1570,1500,4,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1572,1570,1500,2,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1574,1570,1500,6,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1576,1570,1500,2,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1577,1570,1500,1,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1578,1570,1500,1,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1579,1570,1500,2,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1581,1580,1500,5,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1582,1580,1500,9,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1584,1580,1500,16,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1585,1580,1500,10,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1586,1580,1500,12,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1587,1580,1500,17,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1588,1580,1500,18,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1589,1580,1500,40,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1590,1590,1500,25,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1591,1590,1500,21,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1592,1590,1500,9,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1594,1590,1500,1,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1603,1600,1600,1,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1609,1600,1600,1,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1610,1610,1600,8,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1616,1610,1600,5,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1617,1610,1600,4,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1618,1610,1600,7,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1619,1610,1600,11,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1620,1620,1600,15,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1621,1620,1600,2,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1622,1620,1600,12,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1623,1620,1600,9,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1624,1620,1600,11,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1625,1620,1600,17,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1626,1620,1600,13,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1627,1620,1600,24,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1628,1620,1600,16,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1629,1620,1600,7,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1630,1630,1600,11,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1631,1630,1600,7,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1632,1630,1600,5,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1633,1630,1600,7,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1634,1630,1600,6,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1635,1630,1600,2,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1636,1630,1600,5,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1637,1630,1600,10,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1638,1630,1600,8,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1639,1630,1600,7,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1640,1640,1600,5,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1641,1640,1600,7,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1642,1640,1600,9,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1643,1640,1600,4,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1644,1640,1600,7,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1645,1640,1600,4,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1646,1640,1600,9,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1647,1640,1600,9,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1649,1640,1600,6,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1650,1650,1600,9,NA,Venice,Venezia,Veneto,Italy,12.3155,45.4408,Martin (1989)
1510,1510,1500,1,NA,Villigen,Brugg,Aargau,Switzerland,8.21475,47.5269,Midelfort (1972)
1570,1570,1500,1,NA,Villigen,Brugg,Aargau,Switzerland,8.21475,47.5269,Midelfort (1972)
1579,1570,1500,1,NA,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1584,1580,1500,5,5,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1585,1580,1500,1,NA,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1586,1580,1500,1,NA,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1587,1580,1500,15,15,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1590,1590,1500,2,NA,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1592,1590,1500,3,NA,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1597,1590,1500,1,NA,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1606,1600,1600,2,NA,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1613,1610,1600,1,NA,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1628,1620,1600,4,NA,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1641,1640,1600,19,19,Villigen,Brugg,Aargau,Switzerland,8.21475,47.5269,Midelfort (1972)
1642,1640,1600,11,NA,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1660,1660,1600,1,NA,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1662,1660,1600,1,1,Villigen,Brugg,Aargau,Switzerland,8.21475,47.5269,Midelfort (1972)
1674,1670,1600,3,NA,Habsburg,Brugg,Aargau,Switzerland,8.18606,47.4622,Midelfort (1972)
1540,1540,1500,5,5,Ensisheim,Haut-Rhin,Alsace,France,7.35181,47.8659,Midelfort (1972)
1580,1580,1500,5,4,La Wantzenau,Bas-Rhin,Alsace,France,7.82713,48.658,Midelfort (1972)
1628,1620,1600,1,1,Erstein,Bas-Rhin,Alsace,France,7.66326,48.4235,Midelfort (1972)
1300,1300,1300,1,NA,Freiburg,Freiburg,Baden-Wurttemberg,Germany,7.8421,47.999,Midelfort (1972)
1432,1430,1400,1,1,Konstanz,Freiburg,Baden-Wurttemberg,Germany,9.17324,47.6779,Midelfort (1972)
1446,1440,1400,2,2,Heidelberg,Karlsruhe,Baden-Wurttemberg,Germany,8.67243,49.3988,Midelfort (1972)
1450,1450,1400,1,NA,Ettenheim,Freiburg,Baden-Wurttemberg,Germany,7.81381,48.2566,Midelfort (1972)
1453,1450,1400,2,2,Konstanz,Freiburg,Baden-Wurttemberg,Germany,9.17324,47.6779,Midelfort (1972)
1458,1450,1400,2,2,Konstanz,Freiburg,Baden-Wurttemberg,Germany,9.17324,47.6779,Midelfort (1972)
1476,1470,1400,2,2,Diersburg,Freiburg,Baden-Wurttemberg,Germany,7.93809,48.3989,Midelfort (1972)
1480,1480,1400,1,NA,Konigsheim,Freiburg,Baden-Wurttemberg,Germany,8.86279,48.1009,Midelfort (1972)
1480,1480,1400,1,NA,Waldshut-Tiengen,Freiburg,Baden-Wurttemberg,Germany,8.27192,47.6327,Midelfort (1972)
1480,1480,1400,1,NA,Breisach,Freiburg,Baden-Wurttemberg,Germany,7.58361,48.0348,Midelfort (1972)
1480,1480,1400,1,NA,Hufingen,Freiburg,Baden-Wurttemberg,Germany,8.48753,47.9284,Midelfort (1972)
1482,1480,1400,48,48,Konstanz,Freiburg,Baden-Wurttemberg,Germany,9.17324,47.6779,Midelfort (1972)
1484,1480,1400,6,0,Ravensburg,Tubingen,Baden-Wurttemberg,Germany,9.61213,47.7783,Midelfort (1972)
1491,1490,1400,1,1,Veringenstadt,Tubingen,Baden-Wurttemberg,Germany,9.21059,48.183,Midelfort (1972)
1491,1490,1400,1,NA,Pforzheim,Karlsruhe,Baden-Wurttemberg,Germany,8.69463,48.8922,Midelfort (1972)
1493,1490,1400,1,0,Konstanz,Freiburg,Baden-Wurttemberg,Germany,9.17324,47.6779,Midelfort (1972)
1504,1500,1500,2,2,Bretten,Karlsruhe,Baden-Wurttemberg,Germany,8.70106,49.0363,Midelfort (1972)
1505,1500,1500,1,1,Tubingen,Tubingen,Baden-Wurttemberg,Germany,9.05764,48.5216,Midelfort (1972)
1507,1500,1500,1,NA,Burladingen,Tubingen,Baden-Wurttemberg,Germany,9.10959,48.2923,Midelfort (1972)
1507,1500,1500,2,1,Blaubeuren,Tubingen,Baden-Wurttemberg,Germany,9.78355,48.4073,Midelfort (1972)
1508,1500,1500,2,2,Bad Saulgau,Tubingen,Baden-Wurttemberg,Germany,9.5002,48.0147,Midelfort (1972)
1509,1500,1500,1,0,Brackenheim,Stuttgart,Baden-Wurttemberg,Germany,9.07031,49.0809,Midelfort (1972)
1512,1510,1500,1,NA,Pforzheim,Karlsruhe,Baden-Wurttemberg,Germany,8.69463,48.8922,Midelfort (1972)
1517,1510,1500,1,NA,Pforzheim,Karlsruhe,Baden-Wurttemberg,Germany,8.69463,48.8922,Midelfort (1972)
1515,1510,1500,2,2,Ellwangen,Stuttgart,Baden-Wurttemberg,Germany,10.1302,48.9627,Midelfort (1972)
1518,1510,1500,1,1,Bad Waldsee,Tubingen,Baden-Wurttemberg,Germany,9.75328,47.9227,Midelfort (1972)
1510,1510,1500,1,NA,Stuttgart,Stuttgart,Baden-Wurttemberg,Germany,9.18293,48.7758,Midelfort (1972)
1510,1510,1500,1,NA,Calw,Karlsruhe,Baden-Wurttemberg,Germany,8.74724,48.7122,Midelfort (1972)
1524,1520,1500,1,NA,Pforzheim,Karlsruhe,Baden-Wurttemberg,Germany,8.69463,48.8922,Midelfort (1972)
1527,1520,1500,1,0,Stuttgart,Stuttgart,Baden-Wurttemberg,Germany,9.18293,48.7758,Midelfort (1972)
1528,1520,1500,1,NA,Ellwangen,Stuttgart,Baden-Wurttemberg,Germany,10.1302,48.9627,Midelfort (1972)
1528,1520,1500,1,1,Rottenburg am Neckar,Tubingen,Baden-Wurttemberg,Germany,8.94095,48.4791,Midelfort (1972)
1530,1530,1500,5,3,Rottenburg am Neckar,Tubingen,Baden-Wurttemberg,Germany,8.94095,48.4791,Midelfort (1972)
1531,1530,1500,1,NA,Pforzheim,Karlsruhe,Baden-Wurttemberg,Germany,8.69463,48.8922,Midelfort (1972)
1532,1530,1500,1,1,Grossbottwar,Stuttgart,Baden-Wurttemberg,Germany,9.29395,49.0019,Midelfort (1972)
1533,1530,1500,1,1,Oberndorf am Neckar,Freiburg,Baden-Wurttemberg,Germany,8.57658,48.2946,Midelfort (1972)
1533,1530,1500,1,1,Schiltach,Freiburg,Baden-Wurttemberg,Germany,8.34689,48.2918,Midelfort (1972)
1533,1530,1500,1,1,Hechingen,Tubingen,Baden-Wurttemberg,Germany,8.96136,48.3539,Midelfort (1972)
1538,1530,1500,1,0,Ulm,Tubingen,Baden-Wurttemberg,Germany,9.98761,48.4011,Midelfort (1972)
1538,1530,1500,1,NA,Gundelfingen,Freiburg,Baden-Wurttemberg,Germany,7.86552,48.043,Midelfort (1972)
1539,1530,1500,3,NA,Bad Mergentheim,Stuttgart,Baden-Wurttemberg,Germany,9.77042,49.4885,Midelfort (1972)
1539,1530,1500,2,NA,Schwabisch Hall,Stuttgart,Baden-Wurttemberg,Germany,9.73726,49.1125,Midelfort (1972)
1540,1540,1500,5,5,Renchen,Freiburg,Baden-Wurttemberg,Germany,8.01188,48.5862,Midelfort (1972)
1546,1540,1500,2,2,Esslingen,Stuttgart,Baden-Wurttemberg,Germany,9.32011,48.7433,Midelfort (1972)
1546,1540,1500,1,1,Freiburg,Freiburg,Baden-Wurttemberg,Germany,7.8421,47.999,Midelfort (1972)
1547,1540,1500,7,7,Konstanz,Freiburg,Baden-Wurttemberg,Germany,9.17324,47.6779,Midelfort (1972)
1549,1540,1500,1,1,Dornstetten,Karlsruhe,Baden-Wurttemberg,Germany,8.49816,48.4717,Midelfort (1972)
1551,1550,1500,2,1,Esslingen,Stuttgart,Baden-Wurttemberg,Germany,9.32011,48.7433,Midelfort (1972)
1552,1550,1500,1,1,Crailsheim,Stuttgart,Baden-Wurttemberg,Germany,10.0634,49.1337,Midelfort (1972)
1552,1550,1500,1,0,Oberkirch,Freiburg,Baden-Wurttemberg,Germany,8.07678,48.5336,Midelfort (1972)
1553,1550,1500,1,NA,Sinsheim,Karlsruhe,Baden-Wurttemberg,Germany,8.88849,49.2489,Midelfort (1972)
1556,1550,1500,1,NA,Dorzbach,Stuttgart,Baden-Wurttemberg,Germany,9.70592,49.384,Midelfort (1972)
1557,1550,1500,2,2,Ortenaukreis,Freiburg,Baden-Wurttemberg,Germany,7.94714,48.3645,Midelfort (1972)
1557,1550,1500,1,1,Zell am Harmersbach,Freiburg,Baden-Wurttemberg,Germany,8.06565,48.3472,Midelfort (1972)
1558,1550,1500,1,NA,Sinsheim,Karlsruhe,Baden-Wurttemberg,Germany,8.88849,49.2489,Midelfort (1972)
1559,1550,1500,1,1,Heilbronn,Stuttgart,Baden-Wurttemberg,Germany,9.21088,49.1427,Midelfort (1972)
1559,1550,1500,2,2,Horb am Neckar,Karlsruhe,Baden-Wurttemberg,Germany,8.68485,48.4421,Midelfort (1972)
1560,1560,1500,1,0,Horb am Neckar,Karlsruhe,Baden-Wurttemberg,Germany,8.68485,48.4421,Midelfort (1972)
1561,1560,1500,8,8,Wertheim am Main,Stuttgart,Baden-Wurttemberg,Germany,9.51285,49.7586,Midelfort (1972)
1561,1560,1500,1,NA,Esslingen,Stuttgart,Baden-Wurttemberg,Germany,9.32011,48.7433,Midelfort (1972)
1561,1560,1500,1,0,Oberkirch,Freiburg,Baden-Wurttemberg,Germany,8.07678,48.5336,Midelfort (1972)
1561,1560,1500,1,1,Rottweil,Freiburg,Baden-Wurttemberg,Germany,8.63162,48.1611,Midelfort (1972)
1562,1560,1500,1,0,Elzach,Freiburg,Baden-Wurttemberg,Germany,8.06868,48.1732,Midelfort (1972)
1562,1560,1500,11,11,Stuttgart,Stuttgart,Baden-Wurttemberg,Germany,9.18293,48.7758,Midelfort (1972)
1562,1560,1500,1,NA,Haslach im Kinzigtal,Freiburg,Baden-Wurttemberg,Germany,8.09,48.2774,Midelfort (1972)
1562,1560,1500,3,0,Esslingen,Stuttgart,Baden-Wurttemberg,Germany,9.32011,48.7433,Midelfort (1972)
1562,1560,1500,1,1,Boblingen,Stuttgart,Baden-Wurttemberg,Germany,9.00883,48.6813,Midelfort (1972)
1562,1560,1500,3,2,Sindelfingen,Stuttgart,Baden-Wurttemberg,Germany,9.00441,48.7075,Midelfort (1972)
1562,1560,1500,63,63,Wiesensteig,Stuttgart,Baden-Wurttemberg,Germany,9.62756,48.5652,Midelfort (1972)
1562,1560,1500,1,NA,Bad Mergentheim,Stuttgart,Baden-Wurttemberg,Germany,9.77042,49.4885,Midelfort (1972)
1562,1560,1500,2,NA,Stuttgart,Stuttgart,Baden-Wurttemberg,Germany,9.18293,48.7758,Midelfort (1972)
1563,1560,1500,3,1,Esslingen,Stuttgart,Baden-Wurttemberg,Germany,9.32011,48.7433,Midelfort (1972)
1563,1560,1500,1,1,Gemmingen,Stuttgart,Baden-Wurttemberg,Germany,8.98112,49.1556,Midelfort (1972)
1563,1560,1500,3,3,Boblingen,Stuttgart,Baden-Wurttemberg,Germany,9.00883,48.6813,Midelfort (1972)
1563,1560,1500,1,NA,Sindelfingen,Stuttgart,Baden-Wurttemberg,Germany,9.00441,48.7075,Midelfort (1972)
1563,1560,1500,1,NA,Stuttgart,Stuttgart,Baden-Wurttemberg,Germany,9.18293,48.7758,Midelfort (1972)
1564,1560,1500,4,1,Horb am Neckar,Karlsruhe,Baden-Wurttemberg,Germany,8.68485,48.4421,Midelfort (1972)
1564,1560,1500,1,1,Wolfach,Freiburg,Baden-Wurttemberg,Germany,8.21492,48.2924,Midelfort (1972)
1564,1560,1500,2,1,Horb am Neckar,Karlsruhe,Baden-Wurttemberg,Germany,8.68485,48.4421,Midelfort (1972)
1566,1560,1500,1,1,Rottweil,Freiburg,Baden-Wurttemberg,Germany,8.63162,48.1611,Midelfort (1972)
1569,1560,1500,5,3,Appenweier,Freiburg,Baden-Wurttemberg,Germany,7.9745,48.5477,Midelfort (1972)
1569,1560,1500,2,NA,Ortenaukreis,Freiburg,Baden-Wurttemberg,Germany,7.94714,48.3645,Midelfort (1972)
1570,1570,1500,1,NA,Markgraflerland,Freiburg,Baden-Wurttemberg,Germany,7.55352,47.7336,Midelfort (1972)
1570,1570,1500,1,1,Badenweiler,Freiburg,Baden-Wurttemberg,Germany,7.67211,47.8027,Midelfort (1972)
1570,1570,1500,2,2,Unlingen,Tubingen,Baden-Wurttemberg,Germany,9.51956,48.167,Midelfort (1972)
1570,1570,1500,1,1,Ellwangen,Stuttgart,Baden-Wurttemberg,Germany,10.1302,48.9627,Midelfort (1972)
1571,1570,1500,1,0,Bildechingen,Karlsruhe,Baden-Wurttemberg,Germany,8.71509,48.4647,Midelfort (1972)
1572,1570,1500,2,2,Rottweil,Freiburg,Baden-Wurttemberg,Germany,8.63162,48.1611,Midelfort (1972)
1572,1570,1500,2,2,Baden-Baden,Karlsruhe,Baden-Wurttemberg,Germany,8.22852,48.7656,Midelfort (1972)
1572,1570,1500,4,4,Baden-Baden,Karlsruhe,Baden-Wurttemberg,Germany,8.22852,48.7656,Midelfort (1972)
1572,1570,1500,1,NA,Breisach,Freiburg,Baden-Wurttemberg,Germany,7.58361,48.0348,Midelfort (1972)
1573,1570,1500,10,7,Gengenbach,Freiburg,Baden-Wurttemberg,Germany,8.0096,48.4098,Midelfort (1972)
1573,1570,1500,2,2,Vogtsburg,Freiburg,Baden-Wurttemberg,Germany,7.64078,48.0971,Midelfort (1972)
1573,1570,1500,6,5,Wolfach,Freiburg,Baden-Wurttemberg,Germany,8.21492,48.2924,Midelfort (1972)
1573,1570,1500,1,1,Ortenaukreis,Freiburg,Baden-Wurttemberg,Germany,7.94714,48.3645,Midelfort (1972)
1573,1570,1500,2,2,Kampfelbach,Karlsruhe,Baden-Wurttemberg,Germany,8.62351,48.9486,Midelfort (1972)
1573,1570,1500,1,NA,Harmersbach,Freiburg,Baden-Wurttemberg,Germany,8.01096,48.2408,Midelfort (1972)
1574,1570,1500,3,3,Buhl,Karlsruhe,Baden-Wurttemberg,Germany,8.13806,48.6955,Midelfort (1972)
1574,1570,1500,1,1,Schwabisch Hall,Stuttgart,Baden-Wurttemberg,Germany,9.73726,49.1125,Midelfort (1972)
1574,1570,1500,2,2,Rottweil,Freiburg,Baden-Wurttemberg,Germany,8.63162,48.1611,Midelfort (1972)
1574,1570,1500,1,1,Stuttgart,Stuttgart,Baden-Wurttemberg,Germany,9.18293,48.7758,Midelfort (1972)
1574,1570,1500,1,1,Ortenaukreis,Freiburg,Baden-Wurttemberg,Germany,7.94714,48.3645,Midelfort (1972)
1574,1570,1500,8,8,Uberlingen,Tubingen,Baden-Wurttemberg,Germany,9.17028,47.7662,Midelfort (1972)
1575,1570,1500,3,3,Ortenaukreis,Freiburg,Baden-Wurttemberg,Germany,7.94714,48.3645,Midelfort (1972)
1575,1570,1500,1,1,Heilbronn,Stuttgart,Baden-Wurttemberg,Germany,9.21088,49.1427,Midelfort (1972)
1575,1570,1500,1,1,Rottweil,Freiburg,Baden-Wurttemberg,Germany,8.63162,48.1611,Midelfort (1972)
1575,1570,1500,16,16,Bad Wurzach,Tubingen,Baden-Wurttemberg,Germany,9.89383,47.9082,Midelfort (1972)
1575,1570,1500,1,NA,Bad Mergentheim,Stuttgart,Baden-Wurttemberg,Germany,9.77042,49.4885,Midelfort (1972)
1576,1570,1500,16,16,Bad Wurzach,Tubingen,Baden-Wurttemberg,Germany,9.89383,47.9082,Midelfort (1972)
1576,1570,1500,2,2,Kampfelbach,Karlsruhe,Baden-Wurttemberg,Germany,8.62351,48.9486,Midelfort (1972)
1576,1570,1500,10,6,Waldkirch,Freiburg,Baden-Wurttemberg,Germany,7.95865,48.0915,Midelfort (1972)
1576,1570,1500,14,14,Elzach,Freiburg,Baden-Wurttemberg,Germany,8.06868,48.1732,Midelfort (1972)
1576,1570,1500,6,6,Brigach,Freiburg,Baden-Wurttemberg,Germany,8.28305,48.1071,Midelfort (1972)
1576,1570,1500,3,3,Endingen,Freiburg,Baden-Wurttemberg,Germany,7.70059,48.1437,Midelfort (1972)
1576,1570,1500,5,5,Rottweil,Freiburg,Baden-Wurttemberg,Germany,8.63162,48.1611,Midelfort (1972)
1576,1570,1500,2,2,Baden-Baden,Karlsruhe,Baden-Wurttemberg,Germany,8.22852,48.7656,Midelfort (1972)
1576,1570,1500,5,5,Schopfheim,Freiburg,Baden-Wurttemberg,Germany,7.82357,47.6519,Midelfort (1972)
1576,1570,1500,1,1,Hohenzollern,Tubingen,Baden-Wurttemberg,Germany,8.96778,48.3231,Midelfort (1972)
1576,1570,1500,1,1,Breisach,Freiburg,Baden-Wurttemberg,Germany,7.58361,48.0348,Midelfort (1972)
1576,1570,1500,4,4,Baden-Baden,Karlsruhe,Baden-Wurttemberg,Germany,8.22852,48.7656,Midelfort (1972)
1576,1570,1500,1,1,Ettlingen,Karlsruhe,Baden-Wurttemberg,Germany,8.39802,48.9432,Midelfort (1972)
1577,1570,1500,2,2,Kampfelbach,Karlsruhe,Baden-Wurttemberg,Germany,8.62351,48.9486,Midelfort (1972)
1577,1570,1500,9,9,Horb am Neckar,Karlsruhe,Baden-Wurttemberg,Germany,8.68485,48.4421,Midelfort (1972)
1577,1570,1500,2,2,Rottweil,Freiburg,Baden-Wurttemberg,Germany,8.63162,48.1611,Midelfort (1972)
1578,1570,1500,9,9,Horb am Neckar,Karlsruhe,Baden-Wurttemberg,Germany,8.68485,48.4421,Midelfort (1972)
1578,1570,1500,7,7,Rottenburg am Neckar,Tubingen,Baden-Wurttemberg,Germany,8.94095,48.4791,Midelfort (1972)
1579,1570,1500,3,3,Baden-Baden,Karlsruhe,Baden-Wurttemberg,Germany,8.22852,48.7656,Midelfort (1972)
1579,1570,1500,1,1,Rottweil,Freiburg,Baden-Wurttemberg,Germany,8.63162,48.1611,Midelfort (1972)
1579,1570,1500,1,NA,Waldshut-Tiengen,Freiburg,Baden-Wurttemberg,Germany,8.27192,47.6327,Midelfort (1972)
1579,1570,1500,3,3,Freiburg,Freiburg,Baden-Wurttemberg,Germany,7.8421,47.999,Midelfort (1972)
1579,1570,1500,1,NA,Reichenau,Freiburg,Baden-Wurttemberg,Germany,9.06601,47.693,Midelfort (1972)
1579,1570,1500,1,NA,Breisach,Freiburg,Baden-Wurttemberg,Germany,7.58361,48.0348,Midelfort (1972)
1579,1570,1500,1,NA,Beuren,Stuttgart,Baden-Wurttemberg,Germany,9.40125,48.5692,Midelfort (1972)
1579,1570,1500,2,NA,Friedrichshafen,Tubingen,Baden-Wurttemberg,Germany,9.48001,47.6618,Midelfort (1972)
1580,1580,1500,9,9,Bad Wurzach,Tubingen,Baden-Wurttemberg,Germany,9.89383,47.9082,Midelfort (1972)
1580,1580,1500,30,30,Rottweil,Freiburg,Baden-Wurttemberg,Germany,8.63162,48.1611,Midelfort (1972)
1580,1580,1500,9,9,Horb am Neckar,Karlsruhe,Baden-Wurttemberg,Germany,8.68485,48.4421,Midelfort (1972)
1580,1580,1500,7,7,Rastatt,Karlsruhe,Baden-Wurttemberg,Germany,8.20591,48.8591,Midelfort (1972)
1580,1580,1500,5,5,Baden-Baden,Karlsruhe,Baden-Wurttemberg,Germany,8.22852,48.7656,Midelfort (1972)
1580,1580,1500,2,2,Konstanz,Freiburg,Baden-Wurttemberg,Germany,9.17324,47.6779,Midelfort (1972)
1580,1580,1500,3,3,Uberlingen,Tubingen,Baden-Wurttemberg,Germany,9.17028,47.7662,Midelfort (1972)
1580,1580,1500,6,6,Kuppenheim,Karlsruhe,Baden-Wurttemberg,Germany,8.25624,48.8289,Midelfort (1972)
1580,1580,1500,1,NA,Breisach,Freiburg,Baden-Wurttemberg,Germany,7.58361,48.0348,Midelfort (1972)
1580,1580,1500,3,3,Isny im Allgau,Tubingen,Baden-Wurttemberg,Germany,10.042,47.695,Midelfort (1972)
1580,1580,1500,5,5,Biberach,Tubingen,Baden-Wurttemberg,Germany,9.79015,48.0951,Midelfort (1972)
1580,1580,1500,1,1,Heiligkreuztal,Tubingen,Baden-Wurttemberg,Germany,9.40386,48.1351,Midelfort (1972)
1581,1580,1500,9,9,Rottweil,Freiburg,Baden-Wurttemberg,Germany,8.63162,48.1611,Midelfort (1972)
1581,1580,1500,9,9,Bad Waldsee,Tubingen,Baden-Wurttemberg,Germany,9.75328,47.9227,Midelfort (1972)
